"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalArea","IsRemodeled","IsRemodeledRecently","NewHouse","HouseAge","LastSold","TimeRemodeledSold","HouseInsideSF","FenceCondB","GarageFinishCondB","FunctionalB","BsmtFinishB1","BsmtFinishB2","ExterQualB","ExterCondlB","BsmtQualB","BsmtCondB","BsmtExposureB","HeatingQCB","KitchenQualB","FireplaceQuB","GarageQualB","GarageCondB","PoolQCBad","FenceCondG","GarageFinishCondG","FunctionalG","BsmtFinishG1","BsmtFinishG2","ExterQualG","ExterCondlG","BsmtQualG","BsmtCondG","BsmtExposureG","HeatingQCG","KitchenQualG","FireplaceQuG","GarageQualG","GarageCondG","IsPoolQCG","RegShape","LandContourLvl","LandSlopeGtl","ElectricalBreaker"
"413","20","FV",0,4403,"Pave",NA,"IR2","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","MetalSd","MetalSd","Stone",432,6,3,"PConc",6,3,3,6,578,1,0,892,1470,"GasA",5,"Y","SBrkr",1478,0,0,1478,1,0,2,1,2,1,4,7,7,1,4,"Attchd",2009,3,2,484,3,3,1,0,144,0,0,0,0,NA,NA,NA,0,"6","2010","New","Partial",12.3104326608544,11359,0,1,0,1,0,1,1478,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1
"414","30","RM",56,8960,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,6,1927,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"CBlock",3,3,0,1,0,1,0,1008,1008,"GasA",4,"Y","FuseA",1028,0,0,1028,0,0,1,0,2,1,3,5,7,1,4,"Detchd",1927,1,2,360,3,3,1,0,0,130,0,0,0,NA,NA,NA,0,"3","2010","WD","Normal",11.6526874073454,13578,1,1,0,83,0,60,1028,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,0
"415","60","RL",59,11228,"Pave",NA,"IR2","Lvl","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,0,4,50,6,531,499,1080,"GasA",5,"Y","SBrkr",1080,1017,0,2097,0,1,2,1,3,1,4,9,7,1,3,"Attchd",1993,1,3,678,3,3,1,196,187,0,0,0,0,NA,NA,NA,0,"12","2008","WD","Normal",12.3371009079366,18702,0,1,0,17,2,15,2097,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"416","20","RL",73,8899,"Pave",NA,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,24,1,0,1316,1340,"GasA",5,"Y","SBrkr",1340,0,0,1340,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2007,3,2,396,3,3,1,100,30,0,0,0,0,NA,NA,NA,0,"8","2007","New","Partial",12.1069923678295,14858,0,0,1,3,3,0,1340,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,0,1,1,NA,0,1,1,1
"417","60","RL",74,7844,"Pave",NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,3,3,"CBlock",3,3,0,5,209,1,0,463,672,"GasA",3,"Y","SBrkr",672,728,0,1400,0,0,1,1,3,1,3,6,7,1,3,"Attchd",1978,3,2,440,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"3","2006","WD","Normal",11.9150516718129,12705,0,1,0,32,4,28,1400,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"418","70","RL",86,22420,"Pave",NA,"IR1","Lvl","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story",6,6,1918,1950,"Hip","CompShg","Wd Sdng","Stucco","None",0,3,3,"BrkTil",4,3,0,4,1128,1,0,242,1370,"GasW",3,"N","FuseA",1370,1254,0,2624,1,0,2,1,4,1,3,10,7,1,4,"Detchd",1918,1,3,864,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,"11","2007","WD","Normal",12.3842188309136,31358,1,1,0,92,3,57,2624,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,0
"419","50","RL",60,8160,"Pave",NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,0,5,312,1,0,444,756,"GasA",2,"N","FuseF",756,378,0,1134,1,0,1,1,3,1,3,7,7,0,0,"Detchd",1940,1,1,240,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,"4","2007","WD","AdjLand",11.7440371859336,12240,1,1,0,70,3,57,1134,NA,1,0,0,1,0,0,0,0,1,1,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,0,1,0,1,1,NA,1,1,1,0
"420","20","RL",65,8450,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,0,4,775,1,0,281,1056,"GasA",5,"Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,3,6,7,1,2,"Attchd",1968,1,1,304,3,3,1,0,85,184,0,0,0,NA,NA,NA,0,"7","2010","WD","Normal",11.8635823365834,13312,0,1,0,42,0,42,1056,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"421","90","RM",78,7060,"Pave",NA,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,3,4,"PConc",4,4,6,6,1309,1,0,35,1344,"GasA",5,"Y","SBrkr",1344,0,0,1344,2,0,2,0,2,2,3,8,7,0,0,"Attchd",1997,3,4,784,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"11","2008","WD","Alloca",12.2370866990593,13498,1,1,0,13,2,10,1344,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1
"422","20","RL",0,16635,"Pave",NA,"IR1","Lvl","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,4,3,"CBlock",4,3,0,5,1246,1,0,356,1602,"GasA",4,"Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,4,8,7,1,3,"Attchd",1977,3,2,529,3,3,1,240,0,0,0,0,0,NA,NA,NA,0,"6","2009","WD","Normal",12.2783933071098,23938,1,1,0,33,1,9,1602,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"423","20","RL",100,21750,"Pave",NA,"Reg","HLS","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,0,1,0,1,0,988,988,"GasA",5,"Y","FuseA",988,0,0,988,0,0,1,0,2,1,3,4,7,0,0,"Attchd",1954,2,2,520,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,"2","2008","WD","Normal",11.6351430976945,26322,0,1,0,56,2,54,988,NA,0,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,0,0,0
"424","60","RL",80,9200,"Pave",NA,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,4,3,"PConc",4,3,0,6,986,1,0,484,1470,"GasA",4,"Y","SBrkr",1470,1160,0,2630,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1998,3,3,696,3,3,1,0,66,0,0,0,0,NA,NA,NA,0,"6","2008","WD","Normal",12.6603279178078,18715,0,1,0,12,2,10,2630,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"425","20","RL",72,9000,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,3,3,"CBlock",4,3,0,2,616,1,0,580,1196,"GasA",4,"Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,3,6,7,1,4,"Attchd",1956,2,1,297,3,3,1,0,44,0,0,0,0,NA,NA,NA,0,"5","2008","WD","Normal",11.8422292121128,14271,0,1,0,54,2,52,1196,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,0
"426","60","RM",60,3378,"Pave","Grvl","Reg","HLS","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,3,4,"CBlock",3,3,0,1,0,1,0,651,651,"GasA",4,"Y","SBrkr",707,682,0,1389,0,0,1,1,3,1,3,6,7,2,4,"Detchd",1947,1,1,240,3,3,0,0,0,126,0,0,0,NA,NA,NA,0,"9","2009","WD","Normal",11.8130300574206,7884,1,1,0,64,1,17,1389,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,0,1,1
"427","80","RL",0,12800,"Pave",NA,"Reg","Low","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl",7,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,4,3,"PConc",4,3,6,6,1518,1,0,0,1518,"GasA",4,"Y","SBrkr",1644,0,0,1644,1,1,2,0,2,1,4,5,7,1,3,"Attchd",1989,3,2,569,3,3,1,80,0,0,0,396,0,NA,NA,NA,0,"8","2009","WD","Normal",12.5245263766487,20314,0,1,0,21,1,20,1644,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,0,0,1
"428","20","RL",77,8593,"Pave",NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,0,3,288,1,0,619,907,"GasA",5,"Y","SBrkr",907,0,0,907,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1964,1,1,352,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"7","2008","WD","Normal",11.5991765530135,12650,0,1,0,53,2,51,907,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,0,1,1,1
"429","20","RL",64,6762,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,4,3,"PConc",4,3,0,6,664,1,0,544,1208,"GasA",5,"Y","SBrkr",1208,0,0,1208,1,0,2,0,2,1,4,6,7,0,0,"Attchd",2007,2,2,628,3,3,1,105,54,0,0,0,0,NA,NA,NA,0,"9","2007","New","Partial",12.1828040185908,12553,0,0,1,3,3,0,1208,NA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"430","20","RL",130,11457,"Pave",NA,"IR1","Lvl","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,3,2,6,1005,1,0,387,1392,"GasA",3,"Y","SBrkr",1412,0,0,1412,1,0,2,0,3,1,4,6,7,1,3,"Attchd",1988,1,2,576,3,3,1,0,0,169,0,0,0,NA,NA,NA,0,"3","2009","WD","Normal",12.0725412529057,17940,0,1,0,22,1,21,1412,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"431","160","RM",21,1680,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,3,3,"CBlock",3,3,0,5,387,1,0,96,483,"GasA",3,"Y","SBrkr",483,504,0,987,0,0,1,1,2,1,3,4,7,0,0,"Detchd",1971,1,1,264,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"7","2008","COD","Abnorml",11.3551013797767,5137,0,1,0,39,2,37,987,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"432","50","RM",60,5586,"Pave",NA,"IR1","Bnk","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,0,1,0,1,0,901,901,"GasA",4,"Y","SBrkr",1088,110,0,1198,0,0,1,0,4,1,3,7,7,0,0,"No",1920,0,0,0,0,0,0,0,98,0,0,0,0,NA,3,NA,0,"9","2008","ConLD","Abnorml",11.2885311317544,9942,1,1,0,90,2,10,1198,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,NA,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,NA,0,0,1,1
"433","160","RM",24,1920,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",376,3,3,"CBlock",3,3,0,5,471,1,0,294,765,"GasA",5,"Y","SBrkr",765,600,0,1365,1,0,1,1,2,1,3,6,6,0,0,"Detchd",1971,1,2,440,3,3,1,240,36,0,0,0,0,NA,NA,NA,0,"8","2007","WD","Normal",11.7158663089669,7296,0,1,0,39,3,36,1365,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"434","60","RL",100,10839,"Pave",NA,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,0,1,0,1,0,926,926,"GasA",5,"Y","SBrkr",926,678,0,1604,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1997,3,2,470,3,3,1,0,36,0,0,0,0,NA,NA,NA,0,"7","2008","WD","Normal",12.106252310248,16505,1,1,0,13,2,10,1604,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"435","180","RM",21,1890,"Pave",NA,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,3,4,"CBlock",4,3,3,5,495,1,0,135,630,"GasA",4,"Y","SBrkr",630,0,0,630,1,0,1,0,1,1,3,3,7,0,0,"No",1972,0,0,0,0,0,1,88,0,0,0,0,0,NA,NA,NA,0,"6","2008","WD","Normal",11.3022044336546,4519,0,1,0,38,2,36,630,NA,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,0,1,1,0,1,1,1,1,1,1,1,0,0,0,NA,1,1,1,1
"436","60","RL",43,10667,"Pave",NA,"IR2","Lvl","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story",7,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,385,5,344,70,799,"GasA",5,"Y","SBrkr",827,834,0,1661,1,0,2,1,3,1,4,6,7,1,3,"Attchd",1996,2,2,550,3,3,1,158,61,0,0,0,0,NA,NA,NA,0,"4","2009","ConLw","Normal",12.2643415536542,16399,0,1,0,14,1,13,1661,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1
"437","50","RM",40,4400,"Pave",NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,3,3,"BrkTil",2,3,0,1,0,1,0,648,648,"GasA",3,"Y","FuseA",734,384,0,1118,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1990,1,2,440,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"10","2006","WD","Normal",11.6613454700885,8412,1,1,0,90,4,56,1118,NA,1,0,1,1,0,0,1,0,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,0,1,0,1,1,0,1,1,NA,1,1,1,0
"438","45","RM",50,6000,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"PConc",3,3,0,1,0,1,0,884,884,"GasA",4,"Y","SBrkr",904,0,0,904,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1926,1,1,180,3,3,1,0,0,105,0,0,0,NA,NA,NA,0,"1","2009","WD","Normal",11.6868787720937,9911,1,1,0,84,1,5,904,NA,1,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"439","30","RL",40,4280,"Pave",NA,"Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing","Stucco","None",0,3,3,"PConc",3,3,0,2,365,1,0,75,440,"GasA",3,"N","SBrkr",694,0,0,694,0,0,1,0,2,1,4,4,7,1,4,"Detchd",1990,1,1,352,4,3,0,0,0,34,0,0,0,NA,3,NA,0,"3","2007","WD","Normal",11.4114462960204,6974,1,1,0,97,3,5,694,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"440","50","RL",67,12354,"Pave","Grvl","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,2,2,1,0,1,0,684,684,"GasA",4,"Y","SBrkr",684,512,0,1196,0,0,1,0,3,1,4,7,7,0,0,"Detchd",2005,1,2,528,3,3,1,0,46,0,0,0,0,NA,6,"Shed",800,"8","2009","ConLI","Normal",11.6082356447746,16755,1,1,0,90,1,9,1196,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,NA,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,NA,1,1,1,1
"441","20","RL",105,15431,"Pave",NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",200,6,3,"PConc",6,3,6,6,1767,5,539,788,1057.42945205479,"GasA",5,"Y","SBrkr",2402,0,0,2402,1,0,2,0,2,1,6,10,7,2,4,"Attchd",2008,3,3,672,3,3,1,0,72,0,0,170,0,NA,NA,NA,0,"4","2009","WD","Normal",13.2267233927286,25605.4294520548,0,1,0,2,1,1,2402,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1
"442","90","RL",92,12108,"Pave",NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,4,1955,1955,"Gable","CompShg","VinylSd","VinylSd","BrkFace",270,3,3,"CBlock",3,3,0,5,133,1,0,1307,1440,"GasA",3,"N","FuseF",1440,0,0,1440,0,0,2,0,4,2,2,8,7,0,0,"No",1955,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,"9","2008","WD","Normal",11.6784399034478,18230,0,1,0,55,2,53,1440,NA,1,0,0,1,0,0,0,0,1,0,1,1,1,1,NA,NA,0,1,1,0,1,1,1,1,0,1,0,0,0,0,NA,1,1,1,0
"443","50","RM",52,6240,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,0,1,0,1,0,1078,1078,"GasA",3,"Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,3,8,7,1,4,"Detchd",1930,1,2,360,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,"6","2008","WD","Normal",12.0008917945901,11954,1,1,0,80,2,16,1573,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"444","120","RL",53,3922,"Pave",NA,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","WdShing","Wd Shng","BrkFace",72,4,3,"PConc",6,3,3,1,0,1,0,1258,1258,"GasA",5,"Y","SBrkr",1258,0,0,1258,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2007,3,3,648,3,3,1,144,16,0,0,0,0,NA,NA,NA,0,"6","2007","New","Partial",12.0581525154536,9887,1,0,0,4,3,0,1258,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1
"445","60","RL",70,8750,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"PConc",4,3,0,6,642,1,0,273,915,"GasA",5,"Y","SBrkr",933,975,0,1908,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1994,1,2,493,3,3,1,144,133,0,0,0,0,NA,NA,NA,0,"7","2008","WD","Normal",12.2548628096996,15236,1,1,0,16,2,13,1908,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"446","20","RL",73,9855,"Pave",NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,0,1,0,1,0,1436,1436,"GasA",2,"Y","SBrkr",1689,0,0,1689,0,0,1,0,3,1,3,7,7,1,4,"Attchd",1956,1,2,480,3,3,1,0,0,0,0,0,0,NA,3,NA,0,"11","2009","COD","Normal",11.7558716435806,16658,0,1,0,54,1,53,1689,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NA,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,1
"447","20","RL",137,16492,"Pave",NA,"IR1","Lvl","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","None",0,4,3,"CBlock",3,3,0,5,247,3,713,557,1517,"GasA",5,"Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,4,6,4,1,4,"Attchd",1966,3,2,578,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"6","2010","WD","Normal",12.1547793511426,24017,1,1,0,44,0,8,1888,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"448","60","RL",0,11214,"Pave",NA,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,0,1,0,1,0,930,930,"GasA",4,"Y","SBrkr",956,930,0,1886,0,0,2,1,4,1,4,10,7,1,3,"Attchd",1998,3,2,431,3,3,1,89,0,0,0,0,0,NA,NA,NA,0,"7","2006","WD","Normal",12.2055725204885,17366,1,1,0,12,4,7,1886,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"449","50","RM",50,8600,"Pave",NA,"Reg","Bnk","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,0,1,0,1,0,780,780,"GasA",3,"Y","SBrkr",780,596,0,1376,0,0,2,0,3,1,3,7,7,1,4,"Detchd",1937,1,1,198,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,"6","2006","WD","Normal",11.6910716503537,13160,1,1,0,73,4,56,1376,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,0,1,1
"450","50","RM",50,6000,"Pave",NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,0,5,331,1,0,318,649,"GasA",5,"Y","SBrkr",679,504,0,1183,0,0,1,1,2,1,3,6,7,0,0,"Detchd",1981,1,1,308,3,3,1,0,176,0,0,0,0,NA,NA,NA,0,"6","2007","WD","Normal",11.6952470217642,10198,1,1,0,62,3,5,1183,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
